conv2d
convnext_base_14.py , 80 , 3097.813537180393
convnext_base_23.py , 80 , 2651.0426188683477
convnext_base_13.py , 80 , 2464.4850347295924
convnext_base_10.py , 80 , 2151.8051613416255
convnext_base_16.py , 80 , 2095.780573587159
convnext_base_12.py , 80 , 2086.0995836434095
convnext_base_20.py , 80 , 2039.905866675259
convnext_base_22.py , 80 , 1959.5053238362923
convnext_base_21.py , 80 , 1950.243791865855
convnext_base_18.py , 80 , 1967.323409873897
convnext_base_19.py , 80 , 1941.2007821629816
convnext_base_17.py , 80 , 1950.671221313515
convnext_base_11.py , 80 , 1880.333136452126
convnext_base_15.py , 80 , 1759.3750770116492
convnext_base_39.py , 80 , 2765.9911285649164
convnext_base_38.py , 80 , 2833.0416516097657
convnext_base_37.py , 80 , 2570.6653428148093
convnext_base_30.py , 80 , 1544.8903802184384
convnext_base_31.py , 80 , 1547.3810518587795
convnext_base_27.py , 80 , 1578.448996488356
convnext_base_26.py , 80 , 1569.2583836669028
convnext_base_28.py , 80 , 1549.2285814541895
convnext_base_32.py , 80 , 1562.1818493324474
convnext_base_24.py , 80 , 1556.9729020415227
convnext_base_29.py , 80 , 1538.2711657409225
convnext_base_25.py , 80 , 1544.9529760934565
convnext_base_33.py , 80 , 1634.436809961782
convnext_base_35.py , 80 , 1608.6270467734628
convnext_base_34.py , 80 , 1607.1200142155058
alexnet_4.py , 80 , 647.2837446369836
convnext_base_0.py , 80 , 593.1471998665021
convnext_large_37.py , 80 , 1423.6100527960166
convnext_large_38.py , 80 , 1385.4172610512173
alexnet_2.py , 80 , 563.5780176162472
convnext_large_39.py , 80 , 1334.3839440133843
convnext_base_9.py , 80 , 1069.2155352588993
alexnet_3.py , 80 , 441.3813424402415
convnext_base_1.py , 80 , 469.7141183713614
convnext_large_27.py , 80 , 681.152532436239
convnext_base_2.py , 80 , 507.2402879716334
convnext_large_10.py , 80 , 631.2532757811739
convnext_large_11.py , 80 , 630.9459648766527
convnext_large_23.py , 80 , 621.1455558138949
convnext_large_20.py , 80 , 622.6148373176657
convnext_large_30.py , 80 , 619.5170657638974
convnext_base_3.py , 80 , 529.9920393232161
convnext_large_32.py , 80 , 616.579894432679
convnext_large_18.py , 80 , 615.9760324267168
convnext_large_25.py , 80 , 619.9207529998446
convnext_large_16.py , 80 , 609.7044496004555
convnext_large_29.py , 80 , 618.0648560034629
convnext_large_13.py , 80 , 613.6965937296357
convnext_large_21.py , 80 , 617.4053668347885
convnext_large_22.py , 80 , 614.8338060789962
convnext_large_26.py , 80 , 614.7096810123948
convnext_base_36.py , 80 , 470.0178975423482
convnext_large_24.py , 80 , 613.3432332683147
convnext_large_35.py , 80 , 613.7605786549645
convnext_large_14.py , 80 , 608.1861372901718
convnext_large_28.py , 80 , 612.3300597923827
convnext_large_17.py , 80 , 614.590671654298
convnext_large_15.py , 80 , 611.7196568332275
convnext_large_33.py , 80 , 610.9021897268017
convnext_large_12.py , 80 , 611.3679003006148
convnext_large_19.py , 80 , 610.9282169497352
convnext_large_31.py , 80 , 604.5953629066042
convnext_large_34.py , 80 , 573.2594008957725
convnext_base_7.py , 80 , 528.952201332815
convnext_base_6.py , 80 , 534.8913859588436
convnext_base_4.py , 80 , 405.70862433490106
convnext_base_5.py , 80 , 460.7372827560506
alexnet_0.py , 80 , 384.15194975154776
convnext_large_0.py , 80 , 360.3175573030588
convnext_base_8.py , 80 , 289.4402258077399
convnext_large_2.py , 80 , 302.9510304391713
convnext_large_1.py , 80 , 300.69060988848406
convnext_large_3.py , 80 , 299.32842428191856
alexnet_1.py , 80 , 191.33672189342568
convnext_large_36.py , 80 , 185.82680427146934
convnext_large_4.py , 80 , 172.43676415071747
0.0006082057952880859
0.0006361007690429688
0.00047206878662109375
0.008417367935180664
0.00045800209045410156
0.0004343986511230469
0.005101203918457031
0.00044655799865722656
0.0004811286926269531
0.0004858970642089844
0.0004801750183105469
0.00040793418884277344
0.0004756450653076172
convnext_small_22.py , 80 , 2887.980273095411
convnext_small_26.py , 80 , 3006.6183461034266
convnext_tiny_14.py , 80 , 3345.8373011085173
convnext_tiny_13.py , 80 , 3350.136583651496
convnext_small_33.py , 80 , 2967.4255964356685
convnext_tiny_10.py , 80 , 3362.3562043561565
convnext_small_21.py , 80 , 2920.6211266624887
convnext_small_14.py , 80 , 2961.8620810798643
convnext_small_20.py , 80 , 2936.519349587804
convnext_small_32.py , 80 , 2916.84330579432
convnext_tiny_15.py , 80 , 3452.0345795709754
convnext_small_6.py , 80 , 1535.037556561293
convnext_small_7.py , 80 , 1630.8620409766188
convnext_tiny_11.py , 80 , 3916.021707416701
convnext_small_2.py , 80 , 807.7730484024456
convnext_small_24.py , 80 , 3965.560553379677
convnext_tiny_20.py , 80 , 6814.978379772648
convnext_tiny_21.py , 80 , 6201.312175883316
convnext_tiny_19.py , 80 , 5317.406779392422
convnext_small_39.py , 80 , 4876.119615542231
convnext_small_37.py , 80 , 3575.245732381055
convnext_small_38.py , 80 , 3181.1661913718826
convnext_tiny_9.py , 80 , 2503.8285234586324
convnext_tiny_17.py , 80 , 2537.195208169975
convnext_tiny_0.py , 80 , 995.9822248817817
convnext_tiny_12.py , 80 , 2318.033020181149
convnext_tiny_16.py , 80 , 2309.810475999042
convnext_small_9.py , 80 , 2272.9489768338854
convnext_small_28.py , 80 , 1770.8001692988557
convnext_small_18.py , 80 , 1755.1307648168654
convnext_small_29.py , 80 , 1769.6663867921743
convnext_small_13.py , 80 , 1734.7488668752226
convnext_small_25.py , 80 , 1721.9622542358268
convnext_small_10.py , 80 , 1707.4161275828574
convnext_small_17.py , 80 , 1697.248443340634
convnext_small_15.py , 80 , 1662.4338582396283
convnext_small_11.py , 80 , 1658.9620570587792
convnext_small_31.py , 80 , 1663.7164350497512
convnext_small_19.py , 80 , 1622.1209705528454
convnext_small_35.py , 80 , 1618.443672817548
convnext_small_30.py , 80 , 1620.0956092275796
convnext_small_12.py , 80 , 1615.4461508834434
convnext_small_27.py , 80 , 1595.6592388355461
convnext_small_23.py , 80 , 1580.4928413837542
convnext_small_16.py , 80 , 1578.5744932292569
convnext_small_34.py , 80 , 1576.979423489237
convnext_tiny_6.py , 80 , 1108.0659851172215
convnext_tiny_5.py , 80 , 1098.3533749528638
convnext_tiny_7.py , 80 , 1106.895924950823
convnext_small_5.py , 80 , 953.5282991415685
convnext_tiny_18.py , 80 , 761.7882108923369
convnext_small_36.py , 80 , 759.8197868528458
convnext_large_9.py , 80 , 728.622889199891
convnext_small_8.py , 80 , 583.7406133250988
convnext_tiny_2.py , 80 , 642.4367326479793
convnext_tiny_8.py , 80 , 579.8438343783832
convnext_small_0.py , 80 , 592.5596697644644
convnext_tiny_3.py , 80 , 632.6487739641815
convnext_tiny_4.py , 80 , 565.547805231174
convnext_tiny_1.py , 80 , 626.7108674493884
convnext_small_4.py , 80 , 448.6047960815703
convnext_small_3.py , 80 , 449.3469661435334
convnext_large_7.py , 80 , 447.6526023591578
convnext_small_1.py , 80 , 451.8655948115713
convnext_large_6.py , 80 , 441.3419231285234
convnext_large_5.py , 80 , 433.5896493918335
convnext_large_8.py , 80 , 118.02987826307309
0.0005192756652832031
0.0005016326904296875
0.0008513927459716797
0.0018782615661621094
0.004870414733886719
0.004912853240966797
0.0004489421844482422
0.0020744800567626953
0.0017547607421875
0.001033782958984375
0.0011191368103027344
0.0010426044464111328
0.0018677711486816406
0.0007932186126708984
0.0009713172912597656
0.0008823871612548828
0.0004620552062988281
0.00045418739318847656
0.0018646717071533203
0.001934051513671875
0.002340078353881836
0.0014073848724365234
0.0019440650939941406
0.0005795955657958984
0.0011582374572753906
0.003168821334838867
0.005227327346801758
0.005242824554443359
0.0025701522827148438
0.0005171298980712891
0.0020613670349121094
0.0005638599395751953
0.001988649368286133
0.0006771087646484375
0.0019991397857666016
0.0012962818145751953
0.0005846023559570312
0.0013117790222167969
0.0006821155548095703
0.0011341571807861328
